"plot","nbsp","sing.sp","FRic","qual.FRic","FEve","FDiv","FDis","RaoQ","CWM_DW_type_substrate","FDis_DW_type_substrate","CWM_POS","FDis_POS","CWM_HUM_dry_wet","FDis_HUM_dry_wet","CWM_LIFE","FDis_LIFE","CWM_ONTO","FDis_ONTO","CWM_DW_saproxylic","FDis_DW_saproxylic","CWM_DW_epixylic","FDis_DW_epixylic","CWM_DW_contains_mould","FDis_DW_contains_mould","CWM_DW_living_tree","FDis_DW_living_tree","CWM_DW_snag","FDis_DW_snag","CWM_DW_log","FDis_DW_log","CWM_SH_concavity","FDis_SH_concavity","CWM_SH_cavity","FDis_SH_cavity","CWM_SH_crack","FDis_SH_crack","CWM_POS_base","FDis_POS_base","CWM_POS_trunk","FDis_POS_trunk","CWM_POS_crown","FDis_POS_crown","CWM_SOIL_contact","FDis_SOIL_contact","CWM_HUM_dry","FDis_HUM_dry","CWM_HUM_wet","FDis_HUM_wet","CWM_LIFE_ephemeral","FDis_LIFE_ephemeral","CWM_LIFE_annual","FDis_LIFE_annual","CWM_LIFE_perenial","FDis_LIFE_perenial","CWM_ONTO_slow","FDis_ONTO_slow","CWM_ONTO_fairly_slow","FDis_ONTO_fairly_slow","CWM_ONTO_fairly_rapid","FDis_ONTO_fairly_rapid","CWM_ONTO_rapid","FDis_ONTO_rapid","CWM_natur_manag_mean","FDis_natur_manag_mean"
"ANC4B4",19,19,14.5624813577505,0.937105313191411,0.541485308181459,0.848401243873071,2.08419816371022,4.60215770822053,2.35350629407497,0.727642722608241,2.15168897080267,0.59740664849617,1.49856418930001,0.849861883264576,2.80025811377767,0.542413477160595,2.52596133731484,0.874421701933077,1.08597565132847,0.862380190519535,1.80658994121699,0.924986518466268,0.350566288661013,0.539266888663342,2.43454233874103,0.829649683323425,1.71770539399764,0.944371845104406,1.08470958887859,0.638276650804141,0.123410804011905,0.229362032151286,0.099500690728641,0.18646158135874,0.364437863522038,0.736676044328098,1.21647567651537,0.700849210801809,2.25888134418895,0.647558731964053,1.87656073937245,0.608897536013716,0.203710870909244,0.331369373216218,1.60985508107228,0.903973151469086,1.57925877334634,0.941329489786581,0.244036820081308,0.414883595212536,0.67175429674646,1.056972990605,2.7818669842975,0.404854940387695,1.94625541419788,0.909444976490408,1.51948344487736,0.890242928219026,0.990682906565727,1.03407026700509,0.195885862368046,0.434237761107926,1.04279292481885,1.02374630267975
"ARD3B1",12,12,6.11296403626104,0.937105313191411,0.694201503431244,0.734892041165249,1.95538349285841,4.13756862379378,2.2805455321614,0.704089112400572,2.01758666125335,0.664631855278728,1.64064770591831,0.608539014432865,2.78782363619391,0.580035943173622,2.44049515362488,0.907900891132018,0.719709560791647,0.700871981669796,2.1993396589967,0.772039885531871,0.222012952411479,0.373170085301401,2.70445637611337,0.536512922260405,2.1647988717058,0.887970803362484,1.57513494977966,0.945853882829702,0.33260388192605,0.500553014657164,0.036492466215139,0.0698714492555247,0.0575309140396623,0.127318337180304,1.87750354951476,0.905298222392044,2.2169417367834,0.540358542282586,1.79669392013402,0.6437356464475,0.868788423791895,0.892483473719009,1.26196331414834,0.740095072675387,2.11510871074081,0.741785965949491,0.206575203653272,0.389688394220913,0.559595890426398,0.9131287043368,2.67814728655187,0.612119814649783,1.87939333406195,1.04098172655248,1.51318015724671,0.669597889214668,1.29213103240494,1.12378353956551,0.283380942711732,0.559842404182762,1.07139717500975,1.158124532628
"ARD3B2",14,14,7.16405003995198,0.937105313191411,0.594553540727003,0.732511921240987,1.97007692049482,4.23948289024205,2.17662850265599,0.55942614041417,1.91298802165982,0.630316401625357,1.50438006564092,0.603081780617166,2.82166212920957,0.509309664599138,2.49900577929276,0.840644882180213,1.18721548492283,0.989353453959375,1.81278451507717,0.97962862752053,0.118926269504172,0.199400837031015,2.71537932141203,0.464008098040376,2.44330454035382,0.667232083649037,1.9837083529141,0.799493435749848,0.4788336090405,0.664412699472699,0.0110757317471017,0.0212298643447401,0.0110757317471017,0.0257192342139644,2.06952302024036,0.74857391222102,2.14897630013916,0.818083400432658,1.42375977613871,0.670722834173706,1.03498285154518,1.03261062511221,1.85602924556303,0.806438882337756,1.79418783262101,0.755646364129269,0.134044050609908,0.274508641356696,0.440824011427384,0.750175834608271,2.6838144986474,0.633360721434339,2.09114106404967,0.875340332394199,1.61958059965664,0.707050122852703,1.10245777302207,0.997928216119426,0.343019901924453,0.631826606595858,1.05271111142689,1.34141154991107
"ARR3A1",21,21,14.5346957061369,0.937105313191411,0.558419431557927,0.797382588921645,2.03643061463222,4.55826308005994,2.22494092151114,0.580677091099035,1.87806649695078,0.632722157533499,1.52639457460324,0.811875066274398,2.70094340953477,0.715728768918707,2.55358586500885,0.641893856976135,2.00145580406381,0.809667115759583,0.972560970950573,0.780847169277493,0.801981255710674,0.84759867594513,2.553758773874,0.708848329535267,2.34868436959468,0.583728831605631,1.43605817126209,0.936210183437475,0.567113750564389,0.891420223187117,0.395992182073389,0.609659163336377,0.275389624640755,0.543072986360568,1.82784907706759,0.808454396612263,1.94414671361057,0.70614133124066,1.17104594422328,0.647130393657753,0.597506758345764,0.716391829476445,1.8830787132345,0.763377344988318,1.43709861395925,0.615741510883721,0.420357511307171,0.681326393791368,0.710032737179883,0.984613035542368,2.61254340356672,0.677881860602285,2.18316427947148,0.766615738828367,1.78860249304417,0.824743395404601,0.767151518878019,0.71508610241849,0.242025003290289,0.505733719180486,1.06348367808532,1.12694142213836
"ARR4B1",15,15,8.87215128483922,0.937105313191411,0.468309359108977,0.812484948014174,1.99648181883608,4.31702872162308,2.32519276238074,0.620404759450198,1.94226031266288,0.797942016311349,1.47833294718882,0.637783239553781,2.96741385292201,0.113515396281865,2.48835458266379,0.945737447186389,1.17871997710914,0.986877180817263,1.82128002289086,0.97717669484686,0.134192422156176,0.230885290294175,2.9223371258405,0.160730841545997,1.79003251105624,0.746233360052121,1.52710640709558,0.899866097396502,0.250343384071194,0.444738862699856,0.0574850852752776,0.109285955545224,0.018778461189924,0.0432662887044756,1.88544132232059,0.964052574652605,1.88702202204657,0.732529802707203,1.38568780521477,0.678063933918068,0.679662822820593,0.636581790682985,1.85130783193648,0.813061445425345,1.54045203478733,0.665391930142994,0.0502203067866697,0.108787050371003,0.0344907846830211,0.0701053792607732,2.97983259937295,0.0470373783464555,2.07429029077064,0.898836290082935,1.27021768231028,0.686121303443144,1.1623683477988,1.07376742269298,0.371198742504511,0.655730626407649,1.09777058060935,1.36199333550158
"BAR1A1",13,13,17.9709950335542,0.937105313191411,0.684562867593986,0.767621176450095,2.08336966529118,4.70498354201028,2.2746362719122,0.570450899674628,1.871866365084,0.7293380375021,1.42906837575223,0.687830342114365,2.85227898647576,0.460193912753511,2.28854398807299,0.93091915804079,1.45134126220261,0.989476821957556,1.49698867122745,0.981897974879716,0.1457353555362,0.2540521594473,2.72643858632411,0.520890985358373,1.83645607827398,0.589012787299654,1.45071311858837,0.731068602014061,0.331294525430502,0.571222633309824,0.00505960482444192,0.00975720473092511,0.144304145930437,0.322546308045076,2.15374858154277,0.828884936092841,1.83959540180355,0.64333049888249,1.38145149342844,0.628116278295848,0.779004332402126,0.622061583246491,2.07810335609071,0.864234845069728,1.40835865388562,0.686738897058543,0.200790230227311,0.387178914393163,0.3281810543556,0.609001458033359,2.8128976640147,0.380495113700702,1.6332368119599,0.748649177007658,1.46751225045013,0.783296528253895,1.66432398426427,1.13048363942288,0.535010120509005,0.705776882862508,1.10130603100686,1.18672279461135
"BAR1A2",10,10,1.68710959758232,0.937105313191411,0.497973398710825,0.860057843079528,2.10754126146865,4.70044154214276,2.50261823209571,0.521479903335861,1.91540756124194,1.11855280641218,1.42885162122119,0.594809675514374,2.98150426940114,0.064910517964588,2.36605139692473,0.807881069572305,1.09440657787896,0.958704307594787,1.90559342212104,0.949280746217183,0.280395154559606,0.447954730970894,2.9944323508131,0.012423477468324,1.41548333179073,0.633078327626655,0.772843904477026,0.657331759829125,0.7246365341291,1.06527444271546,0.179860113525428,0.327714769997638,0,2.06057969030606e-15,1.68545037520238,1.07038606222342,1.38591490061062,1.06630794786639,1.31877879671876,0.89918339225472,0.986322145959844,0.962475647350101,2.0620927870999,0.743310645130685,1.41227286853037,0.640286207290897,0.0285063638369007,0.0622804936664036,0.0340740130237954,0.0692881523271689,3,2.0175584776938e-16,1.63511516905941,0.772308105097022,1.67984296270414,0.921502097342122,1.45931109140689,1.01738447057284,0.413568098226845,0.668607763022147,1.07838005311401,1.35100217738498
"BAR1A3",16,16,9.23760717486299,0.937105313191411,0.442547143041979,0.836575710259479,2.03609052439391,4.58291429594751,2.37680658013197,0.592702297182931,1.74949211626816,0.867502695961363,1.45304640999156,0.643120689269089,2.95726622737185,0.149444575958392,2.57128164187461,0.840183585078436,1.3325984852018,1.00273972976189,1.68747867709316,0.988724142650367,0.523597842767394,0.806711391383779,2.90096747530134,0.200208740592241,1.81181751291971,0.628562142689759,1.21629742091156,0.939654234924661,0.470599636575841,0.76905901112635,0.487179742511302,0.775004837865475,0.01415074855248,0.0327576316516145,2.09775247531967,0.855753743864283,1.5988078924459,0.959296978658245,1.10989361123017,0.689891494301461,1.08551232836191,0.947643216041123,1.98733148242414,0.700543585836029,1.35041345807284,0.536716460005242,0.0880937960086033,0.190688619912769,0.0374812711235583,0.0759478256525662,2.94938747511496,0.115837386140456,2.18796624319445,0.921072081626047,1.25430246122616,0.663354520802842,0.899615830605219,0.885100959630907,0.252001763982539,0.519650022736495,1.07851110639779,1.42134359009504
"BARE2B1",14,14,9.65951311812371,0.937105313191411,0.597910229559588,0.826188533239312,2.05207796928346,4.42302018797878,2.35194656463485,0.626213289665402,1.77528116448696,0.753570710230572,1.38849091702378,0.515529366157186,2.83329315272523,0.491620988632514,2.51494258951769,0.892296814397395,1.52897994871898,1.01598205484415,1.44446131095337,1.00395197827118,0.389221462889367,0.628932331694413,2.71775549822647,0.488207427814913,1.80159403752973,0.624448397451269,1.18027997431815,0.845422012003894,0.438568562208761,0.718792737167974,0.317677433512656,0.550538721414036,0.098822340300681,0.221442215038944,1.90728876795394,0.800773494229205,2.01047455859007,0.773974351786025,1.18259344065887,0.706659438156243,0.870379566896192,0.934916450175242,2.18561709184352,0.722942409713979,1.29958662671653,0.552546013210406,0.115935370163699,0.240345489805272,0.526877770295529,0.914378586331859,2.66374078797629,0.64087599584602,1.98509346609524,0.977513353745975,1.33490681217202,0.756948652946123,1.01947397164096,0.947147365620451,0.255225046106577,0.554368035833177,1.07592665617015,1.07321001477544
"BARE2B2",15,15,8.07763340247796,0.937105313191411,0.65115084119836,0.801186743934029,1.92014939841467,4.11112301386654,2.3644957346734,0.515597437420354,2.03403383091807,0.694907623886737,1.40698413722624,0.492402303229759,2.83963449007229,0.471739452047047,2.57988478099762,0.862781222003079,0.978497405035653,0.901568241436849,2.01290236158109,0.900552493752814,0.277458960032626,0.434256222138654,2.74381251976514,0.470154277596488,1.61377138895908,0.74155481337898,1.14816287957461,0.661959305291992,0.490900397412582,0.76437313894962,0.136965540434769,0.253354365430042,0.111092270892813,0.251199534759427,1.33131573095463,0.710453713015136,2.17569043857041,0.82592539686052,1.61082506621514,0.773797848180616,0.475784835708676,0.670204110032165,1.98200982127775,0.511485007280981,1.34919336455899,0.615269161573486,0.190360859067569,0.367815732040522,0.47977221691286,0.817746012689767,2.75621963250224,0.489594900857049,2.09962028098443,0.894290959264537,1.30825002304797,0.940470085076249,0.833832902617089,0.851847048140735,0.295593950044453,0.654753467810691,1.07702696110718,1.06041296827382
